sample,root_job_id,parent_id,date_filed,constituent_units
historical,321597358,historical__321597358,2019-09-03,8
historical,321597367,historical__321597367,2019-09-03,8
historical,321597376,historical__321597376,2019-09-03,8
historical,321597385,historical__321597385,2019-09-03,8
historical,321597394,historical__321597394,2019-09-03,8
historical,321597401,historical__321597401,2019-09-03,8
historical,321597410,historical__321597410,2019-09-03,8
historical,321597429,historical__321597429,2019-09-03,8
historical,321597438,historical__321597438,2019-09-03,8
historical,321597447,historical__321597447,2019-09-03,8
historical,321597456,historical__321597456,2019-09-03,8
historical,321597465,historical__321597465,2019-09-03,8
historical,321597474,historical__321597474,2019-09-03,8
historical,321597483,historical__321597483,2019-09-03,8
historical,321597492,historical__321597492,2019-09-03,8
historical,321597508,historical__321597508,2019-09-03,8
historical,321597517,historical__321597517,2019-09-03,8
historical,321597606,historical__321597606,2019-09-09,208
historical,321597624,historical__321597624,2019-09-10,7
historical,321597688,historical__321597688,2019-09-11,75
historical,321597759,historical__321597759,2019-09-13,8
historical,321597777,historical__321597777,2019-09-16,240
historical,321597795,historical__321597795,2019-09-16,124
historical,321597802,historical__321597802,2019-09-16,6
historical,321597811,historical__321597811,2019-09-17,17
historical,321597884,historical__321597884,2019-09-20,9
historical,321597955,historical__321597955,2019-09-23,26
historical,321597982,historical__321597982,2019-09-25,29
historical,321598008,historical__321598008,2020-08-31,69
historical,321598080,historical__321598080,2020-09-04,15
historical,321598142,historical__321598142,2020-09-11,39
historical,321598188,historical__321598188,2020-09-18,49
historical,321598231,historical__321598231,2020-09-24,14
historical,321598259,historical__321598259,2020-09-24,10
historical,321598277,historical__321598277,2020-09-24,67
historical,321598286,historical__321598286,2020-09-24,17
historical,321598302,historical__321598302,2020-09-29,24
historical,321598348,historical__321598348,2020-10-01,143
historical,321598400,historical__321598400,2020-10-07,350
historical,321598491,historical__321598491,2020-10-15,6
historical,321598614,historical__321598614,2020-10-28,8
historical,321598678,historical__321598678,2020-11-02,6
historical,321598687,historical__321598687,2020-11-02,10
historical,321598721,historical__321598721,2020-11-04,16
historical,321598838,historical__321598838,2020-11-12,46
historical,321598883,historical__321598883,2020-11-17,66
historical,321598927,historical__321598927,2020-11-18,11
historical,321598945,historical__321598945,2020-11-18,10
historical,321599007,historical__321599007,2020-11-18,9
historical,321599016,historical__321599007,2020-11-18,9
historical,321599043,historical__321599043,2020-11-23,6
historical,321599070,historical__321599070,2020-11-25,13
historical,321599105,historical__321599105,2020-12-01,55
historical,321599132,historical__321599132,2020-12-01,69
historical,321599141,historical__321599141,2020-12-02,324
historical,321599178,historical__321599141,2020-12-03,139
historical,321599150,historical__321599150,2020-12-02,72
historical,321599212,historical__321599212,2020-12-08,174
historical,321599267,historical__321599267,2020-12-10,7
historical,321599294,historical__321599294,2020-12-14,26
historical,321599506,historical__321599506,2020-12-28,8
historical,321599515,historical__321599515,2020-12-29,27
historical,321599551,historical__321599551,2021-01-05,249
historical,B00608389,historical__321599551,2021-10-26,183
historical,321599560,historical__321599551,2021-01-05,175
historical,321599597,historical__321599597,2021-01-11,9
historical,321599622,historical__321599622,2021-01-12,7
historical,321599908,historical__321599908,2021-01-28,16
historical,321600077,historical__321600077,2021-02-16,7
historical,321600095,historical__321600095,2021-02-16,9
historical,321600102,historical__321600102,2021-02-16,9
historical,321600120,historical__321600120,2021-02-17,20
historical,321600139,historical__321600139,2021-02-17,58
historical,321600166,historical__321600166,2021-02-19,6
historical,321600255,historical__321600255,2021-03-08,8
historical,321600362,historical__321600362,2021-04-27,107
historical,321600380,historical__321600380,2021-04-29,52
historical,321600479,historical__321600479,2021-06-23,8
historical,321600497,historical__321600497,2021-07-06,44
historical,321600530,historical__321600530,2021-07-20,124
historical,321600736,historical__321600736,2021-09-09,140
historical,321600763,historical__321600763,2021-10-21,7
historical,321600772,historical__321600772,2021-10-21,10
historical,321600781,historical__321600781,2021-10-21,10
historical,321600790,historical__321600790,2021-10-21,18
historical,321601012,historical__321601012,2022-05-23,216
historical,321601021,historical__321601021,2022-05-26,44
historical,321601263,historical__321601263,2022-08-24,236
historical,321601398,historical__321601398,2022-09-15,23
historical,321721570,historical__321721570,2019-04-01,6
historical,321729616,historical__321729616,2019-11-04,9
historical,321729661,historical__321729661,2020-01-28,10
historical,321729670,historical__321729670,2020-01-28,10
historical,321729714,historical__321729714,2020-04-07,7
historical,321729723,historical__321729723,2020-05-04,6
historical,321766282,historical__321766282,2019-06-03,10
historical,321773602,historical__321773602,2019-11-04,23
historical,321797230,historical__321797230,2019-09-25,9
historical,321821748,historical__321821748,2019-10-22,8
historical,321833646,historical__321833646,2019-02-28,6
historical,321834592,historical__321834592,2020-05-08,6
historical,321849461,historical__321849461,2019-01-08,10
historical,321849470,historical__321849470,2019-01-08,10
historical,321904383,historical__321904383,2019-01-04,16
historical,321904631,historical__321904631,2019-01-10,10
historical,321906470,historical__321906470,2019-02-04,22
historical,321908281,historical__321908281,2019-03-15,8
historical,321908539,historical__321908539,2019-02-19,10
historical,321908593,historical__321908593,2019-02-19,6
historical,321910394,historical__321910394,2019-03-25,44
historical,321912891,historical__321912891,2019-03-04,6
historical,321913293,historical__321913293,2019-01-08,10
historical,321913382,historical__321913382,2019-04-08,7
historical,321913596,historical__321913596,2019-01-09,9
historical,321913603,historical__321913603,2019-01-09,8
historical,321913836,historical__321913836,2019-01-09,6
historical,321915718,historical__321915718,2019-02-19,41
historical,321915736,historical__321915736,2019-01-15,10
historical,321915898,historical__321915898,2019-03-01,27
historical,321918421,historical__321918421,2019-03-19,38
historical,321918608,historical__321918608,2019-01-23,8
historical,321920640,historical__321920640,2020-04-23,13
historical,321921140,historical__321921140,2019-02-28,10
historical,321921435,historical__321921435,2019-01-30,7
historical,321921523,historical__321921523,2019-02-01,6
historical,321921872,historical__321921872,2019-07-12,6
historical,321923549,historical__321923549,2019-02-06,50
historical,321923665,historical__321923665,2019-02-08,7
historical,321924281,historical__321924281,2019-02-07,8
historical,321925011,historical__321925011,2019-02-08,8
historical,321925020,historical__321925020,2019-02-08,8
historical,321925075,historical__321925075,2019-02-08,10
historical,321925333,historical__321925333,2019-04-08,7
historical,321925725,historical__321925725,2019-08-23,6
historical,321928054,historical__321928054,2019-04-18,8
historical,321929703,historical__321929703,2019-06-26,8
historical,321929776,historical__321929776,2019-03-15,51
historical,321930087,historical__321930087,2019-03-07,8
historical,321931068,historical__321931068,2019-05-06,6
historical,321937400,historical__321937400,2019-03-26,6
historical,321937767,historical__321937767,2019-03-29,10
historical,321937776,historical__321937776,2019-06-26,36
historical,321938347,historical__321938347,2019-03-28,18
historical,321939676,historical__321939676,2019-04-02,68
historical,321939783,historical__321939783,2019-04-01,10
historical,321941048,historical__321941048,2019-08-13,10
historical,321941182,historical__321941182,2019-10-08,66
historical,321943359,historical__321943359,2019-04-19,8
historical,321946481,historical__321946481,2019-05-31,21
historical,321948238,historical__321948238,2019-05-13,10
historical,321948666,historical__321948666,2019-05-14,19
historical,321954364,historical__321954364,2019-04-10,51
historical,321955041,historical__321955041,2019-04-12,7
historical,321956353,historical__321956353,2019-04-16,9
historical,321956362,historical__321956362,2019-04-16,9
historical,321958850,historical__321958850,2019-08-01,6
historical,321962738,historical__321962738,2019-06-28,9
historical,321964317,historical__321964317,2019-06-07,7
historical,321964326,historical__321964317,2019-06-07,7
historical,321967467,historical__321967467,2019-06-20,7
historical,321968340,historical__321968340,2019-06-18,16
historical,321969991,historical__321969991,2019-07-25,17
historical,321970006,historical__321970006,2019-07-25,17
historical,321970328,historical__321970328,2019-06-24,12
historical,321973316,historical__321973316,2019-06-27,19
historical,321974388,historical__321974388,2019-06-28,6
historical,321980692,historical__321980692,2019-12-05,8
historical,321981851,historical__321981851,2019-08-02,17
historical,321982182,historical__321982182,2020-02-20,41
historical,321982645,historical__321982645,2019-09-20,9
historical,321982654,historical__321982654,2019-09-13,10
historical,321982663,historical__321982663,2019-09-13,8
historical,321983742,historical__321983742,2019-09-03,10
historical,321983751,historical__321983742,2019-09-03,10
historical,321989185,historical__321989185,2019-12-23,19
historical,321989336,historical__321989336,2019-06-26,9
historical,321989407,historical__321989407,2019-06-27,12
historical,321989489,historical__321989489,2019-09-12,14
historical,321991797,historical__321991797,2019-05-06,8
historical,321992475,historical__321992475,2019-05-08,54
historical,321992974,historical__321992974,2019-05-13,37
historical,321993018,historical__321993018,2019-09-24,7
historical,321994945,historical__321994945,2019-10-31,9
historical,321995490,historical__321995490,2019-10-04,12
historical,321995917,historical__321995917,2019-10-07,33
historical,322000268,historical__322000268,2019-10-29,15
historical,322002818,historical__322002818,2019-10-29,247
historical,322003354,historical__322003354,2019-12-05,6
historical,322003363,historical__322003363,2019-12-24,8
historical,322008876,historical__322008876,2019-08-22,26
historical,322008894,historical__322008894,2019-11-19,8
historical,322012674,historical__322012674,2019-08-28,34
historical,322015010,historical__322015010,2019-12-02,41
historical,322015412,historical__322015412,2019-12-19,13
historical,322017759,historical__322017759,2019-12-11,11
historical,322018758,historical__322018758,2019-12-16,12
historical,322020406,historical__322020406,2019-12-31,40
historical,322020610,historical__322020610,2019-12-24,6
historical,322030734,historical__322030734,2020-01-21,10
historical,322031145,historical__322031145,2020-01-22,6
historical,322031840,historical__322031840,2020-01-24,9
historical,322033651,historical__322033651,2020-03-27,28
historical,322033866,historical__322033866,2020-04-03,6
historical,322034810,historical__322034810,2020-04-06,6
historical,322036266,historical__322036266,2020-06-02,9
historical,322036275,historical__322036275,2020-06-02,9
historical,322037871,historical__322037871,2020-05-22,45
historical,322039824,historical__322039824,2020-02-24,8
historical,322039842,historical__322039842,2020-02-24,9
historical,322039888,historical__322039888,2020-02-25,7
historical,322039968,historical__322039968,2020-02-05,23
historical,322040732,historical__322040732,2020-02-07,10
historical,322041544,historical__322041544,2020-02-11,10
historical,322046219,historical__322046219,2020-03-30,46
historical,322047352,historical__322047352,2020-03-23,44
historical,322060345,historical__322060345,2019-05-23,6
historical,322060354,historical__322060354,2019-06-27,6
historical,322061344,historical__322061344,2019-01-03,7
historical,322061362,historical__322061362,2020-01-29,20
historical,322064902,historical__322064902,2019-02-04,23
historical,322064939,historical__322064939,2019-04-18,26
historical,322064948,historical__322064948,2019-03-08,45
historical,322069710,historical__322069710,2020-02-24,9
historical,322071510,historical__322071510,2020-02-28,47
historical,322071690,historical__322071690,2020-03-05,6
historical,322072519,historical__322072519,2020-03-04,8
historical,322084409,historical__322084409,2020-04-29,10
historical,322084551,historical__322084551,2020-04-30,8
historical,322084882,historical__322084882,2020-05-05,34
historical,322085391,historical__322085391,2020-05-07,6
historical,322085417,historical__322085417,2020-05-08,59
historical,322085541,historical__322085541,2020-05-12,10
historical,322086363,historical__322086363,2020-05-26,6
historical,340740620,historical__340740620,2020-06-30,13
historical,340743495,historical__340743495,2020-07-08,13
historical,340747053,historical__340747053,2020-07-17,8
historical,340751813,historical__340751813,2020-08-03,103
historical,340752714,historical__340752714,2020-08-05,61
historical,340752769,historical__340752769,2020-08-05,28
historical,340754945,historical__340754945,2020-08-12,32
historical,340755365,historical__340755365,2020-08-13,7
historical,340755392,historical__340755365,2020-08-13,6
historical,340757862,historical__340757862,2020-08-20,7
historical,340760082,historical__340760082,2020-08-27,18
historical,340764104,historical__340764104,2020-09-09,7
historical,340765602,historical__340765602,2020-09-14,231
historical,340766816,historical__340766816,2020-09-17,9
historical,340766852,historical__340766852,2020-09-17,9
historical,340769083,historical__340769083,2020-09-24,6
historical,340769332,historical__340769332,2020-09-24,53
historical,340770473,historical__340770473,2020-09-29,10
historical,340771720,historical__340770473,2020-10-01,10
historical,340770669,historical__340770669,2020-09-29,8
historical,340770678,historical__340770678,2020-09-29,8
historical,340771613,historical__340771613,2020-09-30,27
historical,340777010,historical__340777010,2020-10-16,12
historical,340779580,historical__340779580,2020-10-23,8
historical,340786411,historical__340786411,2020-11-13,18
historical,340795483,historical__340795483,2020-12-10,22
historical,340797141,historical__340797141,2020-12-16,79
historical,340798355,historical__340798355,2020-12-21,6
historical,340802073,historical__340802073,2021-01-12,74
historical,340803045,historical__340803045,2021-01-20,10
historical,340803367,historical__340803367,2021-01-22,29
historical,340805631,historical__340805631,2021-02-22,10
historical,340806042,historical__340806042,2021-02-24,8
historical,340806239,historical__340806239,2021-02-26,29
historical,420665104,historical__420665104,2019-02-01,130
historical,420665131,historical__420665131,2019-02-08,11
historical,420665177,historical__420665177,2019-02-11,9
historical,420665239,historical__420665239,2019-02-26,7
historical,420665346,historical__420665346,2019-03-08,689
historical,420665355,historical__420665346,2019-03-08,443
historical,420665417,historical__420665417,2019-03-28,7
historical,420665499,historical__420665499,2019-04-12,99
historical,420665541,historical__420665541,2019-04-15,315
historical,420665667,historical__420665667,2019-04-24,164
historical,420665845,historical__420665845,2019-06-01,295
historical,420665952,historical__420665845,2019-06-14,183
historical,420665863,historical__420665863,2019-06-07,14
historical,420666005,historical__420666005,2019-06-22,224
historical,420666014,historical__420666014,2019-06-22,33
historical,420666023,historical__420666014,2019-06-22,32
historical,420666032,historical__420666032,2019-06-24,103
historical,420666050,historical__420666050,2019-06-26,18
historical,420666087,historical__420666087,2019-07-05,101
historical,420666176,historical__420666176,2019-08-07,605
historical,420666210,historical__420666210,2019-02-07,80
historical,420666274,historical__420666274,2019-09-25,12
historical,420666283,historical__420666283,2019-09-27,364
historical,420666611,historical__420666611,2019-11-25,10
historical,420666620,historical__420666620,2019-11-27,33
historical,420666684,historical__420666684,2019-12-06,24
historical,420666773,historical__420666773,2020-01-02,60
historical,420666782,historical__420666782,2020-01-02,14
historical,420667004,historical__420667004,2020-02-13,117
historical,420667068,historical__420667068,2020-03-02,157
historical,420667120,historical__420667120,2020-03-09,314
historical,420667148,historical__420667148,2020-03-11,146
historical,420667237,historical__420667237,2020-03-27,16
historical,420667264,historical__420667264,2020-04-02,92
historical,420667335,historical__420667335,2020-04-09,30
historical,420667371,historical__420667371,2020-04-23,26
historical,420667558,historical__420667488,2020-05-08,354
historical,420667488,historical__420667488,2020-05-08,129
historical,420667497,historical__420667488,2020-05-08,55
historical,420667709,historical__420667709,2020-06-10,16
historical,420667736,historical__420667736,2020-06-17,29
historical,421133008,historical__421133008,2020-07-07,33
historical,421133035,historical__421133026,2020-07-14,64
historical,421133026,historical__421133026,2020-07-10,35
historical,421133106,historical__421133106,2020-08-10,10
historical,421133115,historical__421133115,2020-08-13,117
historical,421133151,historical__421133151,2020-08-17,614
historical,421133160,historical__421133160,2020-08-18,51
historical,421133179,historical__421133179,2020-08-18,51
historical,421133213,historical__421133213,2020-09-04,51
historical,421133222,historical__421133222,2020-09-08,165
historical,421133295,historical__421133295,2020-09-28,29
historical,421133302,historical__421133302,2020-09-25,237
historical,421133320,historical__421133320,2020-10-15,60
historical,421133419,historical__421133419,2020-11-13,223
historical,421133464,historical__421133464,2020-11-18,175
historical,421133543,historical__421133543,2020-12-03,23
historical,421133623,historical__421133623,2020-12-14,301
historical,421133632,historical__421133632,2020-12-14,811
historical,421133641,historical__421133632,2020-12-14,575
historical,421133794,historical__421133794,2021-01-27,94
historical,421133810,historical__421133810,2021-02-01,19
historical,421133865,historical__421133865,2021-02-22,55
historical,421133883,historical__421133883,2021-02-25,50
historical,421133909,historical__421133909,2021-02-26,20
historical,421133918,historical__421133918,2021-03-17,49
historical,421133972,historical__421133972,2021-04-26,81
historical,421134132,historical__421134132,2022-02-16,185
historical,421134178,historical__421134178,2022-03-22,133
historical,421134187,historical__421134187,2022-03-22,252
historical,421318719,historical__421318719,2020-01-31,6
historical,421647613,historical__421647613,2019-01-24,12
historical,421674600,historical__421674600,2019-01-25,10
historical,421684868,historical__421684868,2020-06-04,46
historical,421694857,historical__421694857,2019-08-12,800
historical,421719894,historical__421719894,2019-02-14,10
historical,421721916,historical__421721916,2019-01-09,34
historical,421723638,historical__421723638,2019-01-29,6
historical,421723647,historical__421723647,2019-01-29,8
historical,421724487,historical__421724487,2019-01-31,20
historical,421728973,historical__421728973,2019-06-24,60
historical,421730693,historical__421730693,2019-06-21,7
historical,421731665,historical__421731665,2019-07-10,24
historical,421732959,historical__421732959,2019-07-03,10
historical,421738524,historical__421738524,2019-04-25,27
historical,421744125,historical__421744125,2019-07-26,6
historical,421746739,historical__421746739,2019-12-16,8
historical,421765511,historical__421765511,2020-05-18,6
historical,421765520,historical__421765511,2020-05-18,6
historical,421779007,historical__421779007,2020-01-14,10
historical,421779016,historical__421779007,2020-01-14,10
historical,421779132,historical__421779132,2019-12-27,17
historical,421779267,historical__421779267,2020-01-08,20
historical,421779285,historical__421779285,2019-12-18,9
historical,421780905,historical__421780905,2019-12-20,11
historical,421786856,historical__421786856,2021-03-17,29
historical,421794080,historical__421794080,2019-08-30,7
historical,421794259,historical__421794259,2019-08-23,34
historical,421796989,historical__421796989,2019-08-27,21
historical,421797318,historical__421797318,2019-08-29,7
historical,421797336,historical__421797318,2019-08-29,7
historical,421797390,historical__421797318,2019-08-29,7
historical,421797611,historical__421797611,2019-08-29,40
historical,421798022,historical__421798022,2020-01-30,15
historical,421858430,historical__421858430,2019-04-26,8
historical,421861845,historical__421861845,2020-06-05,54
historical,421862746,historical__421862746,2019-05-14,9
historical,421883162,historical__421883162,2019-03-28,8
historical,421883359,historical__421883359,2019-04-02,29
historical,421889674,historical__421889674,2019-03-08,39
historical,421890895,historical__421890895,2019-03-15,6
historical,421950026,historical__421890895,2019-03-15,6
historical,421950142,historical__421890895,2019-03-15,6
historical,421950302,historical__421890895,2019-03-15,6
historical,421891974,historical__421891974,2019-03-13,15
historical,421893473,historical__421893473,2019-02-13,10
historical,421905834,historical__421905834,2019-11-12,7
historical,421914263,historical__421914263,2019-09-17,10
historical,421914539,historical__421914539,2019-09-16,46
historical,421916699,historical__421916699,2019-09-26,8
historical,421921308,historical__421921308,2019-06-06,14
historical,421921460,historical__421921460,2019-06-13,10
historical,421922478,historical__421922478,2019-06-12,10
historical,421928356,historical__421928356,2019-08-06,8
historical,421928472,historical__421928472,2019-05-01,6
historical,421928953,historical__421928953,2019-01-29,133
historical,421929097,historical__421929097,2019-01-15,10
historical,421929239,historical__421929239,2019-01-16,40
historical,421934483,historical__421934483,2019-06-28,18
historical,421936212,historical__421936212,2019-06-14,17
historical,421936846,historical__421936846,2019-06-13,7
historical,421943277,historical__421943277,2020-02-27,17
historical,421943776,historical__421943776,2020-03-09,18
historical,421946942,historical__421946942,2020-05-07,11
historical,421948600,historical__421948600,2019-07-11,16
historical,421949734,historical__421949734,2019-05-17,21
historical,421950366,historical__421950366,2019-05-17,21
historical,421958698,historical__421958698,2020-03-12,44
historical,421962479,historical__421962479,2020-04-20,42
historical,440597481,historical__440597481,2020-06-08,76
historical,440608941,historical__440608941,2020-07-16,38
historical,440609986,historical__440609986,2020-07-20,7
historical,440615568,historical__440615568,2020-08-05,24
historical,440618020,historical__440618020,2020-08-13,10
historical,440620794,historical__440620794,2020-08-24,28
historical,440635582,historical__440635582,2020-10-07,6
historical,440635591,historical__440635582,2020-10-07,6
historical,440635608,historical__440635582,2020-10-07,6
historical,440639203,historical__440639203,2020-10-19,64
historical,440641174,historical__440641174,2020-10-23,8
historical,440645517,historical__440645517,2020-11-06,7
historical,440648694,historical__440648694,2020-11-19,11
historical,440651572,historical__440651572,2020-11-30,8
historical,440653071,historical__440653071,2020-12-03,27
historical,440655765,historical__440655765,2020-12-11,7
historical,440657095,historical__440657095,2020-12-16,30
historical,440660633,historical__440660633,2021-01-04,29
historical,440663729,historical__440663729,2021-01-28,8
historical,440665139,historical__440665139,2021-02-09,16
historical,440667155,historical__440667155,2021-02-26,10
historical,510113654,historical__510113654,2019-07-07,53
historical,510115518,historical__510115518,2020-03-02,30
historical,510115670,historical__510115670,2020-05-05,270
historical,510115876,historical__510115876,2021-02-25,24
historical,540179821,historical__540179821,2020-07-24,6
historical,B00481199,historical__B00481199,2021-06-11,10
historical,B00482197,historical__B00482197,2021-03-09,7
historical,B00482269,historical__B00482269,2021-03-18,48
historical,B00482291,historical__B00482291,2021-03-14,8
historical,B00483059,historical__B00483059,2021-05-11,10
historical,B00484750,historical__B00484750,2021-04-02,10
historical,B00490362,historical__B00490362,2021-04-02,6
historical,B00490620,historical__B00490620,2021-04-14,16
historical,B00490655,historical__B00490655,2021-04-21,27
historical,B00492211,historical__B00492211,2021-04-07,7
historical,B00495212,historical__B00495212,2021-04-07,190
historical,B00497204,historical__B00497204,2021-05-14,58
historical,B00497676,historical__B00497676,2021-06-03,24
historical,B00498758,historical__B00498758,2021-06-23,8
historical,B00498781,historical__B00498781,2021-04-12,6
historical,B00499750,historical__B00499750,2021-10-14,9
historical,B00500021,historical__B00500021,2021-06-30,6
historical,B00501024,historical__B00501024,2021-05-04,7
historical,B00501131,historical__B00501131,2021-05-18,131
historical,B00501187,historical__B00501187,2021-04-13,9
historical,B00508599,historical__B00508599,2021-05-03,6
historical,B00508605,historical__B00508605,2021-05-17,9
historical,B00509455,historical__B00509455,2021-04-28,120
historical,B00511219,historical__B00511219,2021-05-19,36
historical,B00512095,historical__B00512095,2021-05-16,8
historical,B00515659,historical__B00515659,2021-10-22,7
historical,B00516009,historical__B00516009,2021-05-18,6
historical,B00517128,historical__B00517128,2021-05-06,8
historical,B00517454,historical__B00517454,2021-09-10,7
historical,B00517601,historical__B00517601,2021-05-26,44
historical,B00519039,historical__B00519039,2021-06-01,10
historical,B00520132,historical__B00520132,2021-09-16,375
historical,B00527324,historical__B00527324,2021-07-16,6
historical,B00528655,historical__B00528655,2021-05-27,25
historical,B00529365,historical__B00529365,2021-06-18,10
historical,B00529604,historical__B00529604,2021-06-08,55
historical,B00531676,historical__B00531676,2021-06-15,24
historical,B00537084,historical__B00537084,2021-09-29,8
historical,B00539478,historical__B00539478,2021-06-22,834
historical,B00542600,historical__B00542600,2021-07-09,473
historical,B00543029,historical__B00543029,2021-06-18,14
historical,B00545879,historical__B00545879,2021-09-16,20
historical,B00548222,historical__B00548222,2021-06-30,9
historical,B00550357,historical__B00550357,2021-07-02,43
historical,B00554452,historical__B00554452,2021-07-22,20
historical,B00560052,historical__B00560052,2021-07-19,10
historical,B00560232,historical__B00560232,2021-08-05,87
historical,B00560420,historical__B00560420,2021-08-05,91
historical,B00561184,historical__B00561184,2021-10-12,77
historical,B00561383,historical__B00561383,2021-10-06,17
historical,B00654541,historical__B00563007,2022-01-06,8
historical,B00563007,historical__B00563007,2022-01-06,6
historical,B00564411,historical__B00564411,2021-08-30,163
historical,B00565465,historical__B00565465,2021-08-09,231
historical,B00568816,historical__B00568816,2021-11-09,109
historical,B00570830,historical__B00570830,2021-08-12,10
historical,B00571785,historical__B00571785,2021-08-27,557
historical,B00574135,historical__B00574135,2021-08-11,7
historical,B00574205,historical__B00574205,2021-08-11,6
historical,B00575016,historical__B00575016,2021-08-27,10
historical,B00575531,historical__B00575531,2021-08-24,8
historical,B00577160,historical__B00577160,2021-08-23,63
historical,B00578168,historical__B00578168,2021-08-20,26
historical,B00578576,historical__B00578576,2021-09-13,23
historical,B00578743,historical__B00578743,2021-09-20,16
historical,B00579218,historical__B00579218,2021-09-24,7
historical,B00580210,historical__B00580210,2021-09-15,39
historical,B00580365,historical__B00580365,2021-09-23,187
historical,B00583473,historical__B00583473,2021-09-13,31
historical,B00584279,historical__B00584279,2021-11-10,10
historical,B00587387,historical__B00587387,2021-12-13,311
historical,B00588575,historical__B00588575,2021-09-20,63
historical,B00588594,historical__B00588594,2021-09-21,314
historical,B00588653,historical__B00588653,2021-09-06,41
historical,B00589058,historical__B00589058,2021-10-05,10
historical,B00591118,historical__B00591118,2021-09-24,158
historical,B00591681,historical__B00591681,2022-06-16,132
historical,B00593338,historical__B00593338,2021-10-15,197
historical,B00593598,historical__B00593598,2021-10-21,6
historical,B00594970,historical__B00594970,2021-11-15,123
historical,B00595582,historical__B00595582,2021-10-13,17
historical,B00596151,historical__B00596151,2021-11-16,32
historical,B00599515,historical__B00599515,2021-11-23,7
historical,B00599662,historical__B00599662,2021-10-01,7
historical,B00645244,historical__B00600073,2021-12-09,425
historical,B00650865,historical__B00600073,2022-02-10,179
historical,B00646753,historical__B00600073,2022-01-03,164
historical,B00600073,historical__B00600073,2021-12-01,70
historical,B00651087,historical__B00600073,2022-02-10,35
historical,B00600120,historical__B00600120,2021-11-17,363
historical,B00600959,historical__B00600959,2021-10-28,255
historical,B00601179,historical__B00601179,2021-10-14,205
historical,B00601830,historical__B00601830,2021-10-07,9
historical,B00603005,historical__B00603005,2021-10-05,9
historical,B00604312,historical__B00604312,2021-11-03,22
historical,B00604480,historical__B00604480,2021-10-04,8
historical,B00604652,historical__B00604480,2021-10-14,8
historical,B00611918,historical__B00604480,2021-10-14,8
historical,B00604543,historical__B00604543,2021-10-26,381
historical,B00606335,historical__B00606335,2021-10-19,456
historical,B00606686,historical__B00606686,2021-11-17,8
historical,B00606855,historical__B00606855,2021-10-15,7
historical,B00610039,historical__B00606855,2021-10-15,7
historical,B00608234,historical__B00608234,2021-10-25,6
historical,B00608472,historical__B00608472,2021-10-21,100
historical,B00610747,historical__B00608472,2021-10-21,81
historical,B00608989,historical__B00608989,2022-02-09,12
historical,B00610324,historical__B00610324,2021-10-28,64
historical,B00611166,historical__B00611166,2021-11-18,348
historical,B00611202,historical__B00611166,2021-11-18,320
historical,B00612352,historical__B00612352,2021-11-04,344
historical,B00614012,historical__B00614012,2021-10-22,66
historical,B00614338,historical__B00614338,2021-10-29,360
historical,B00614702,historical__B00614702,2021-10-28,50
historical,B00616358,historical__B00616358,2021-11-04,173
historical,B00619892,historical__B00619892,2021-11-22,10
historical,B00620031,historical__B00620031,2021-11-09,57
historical,B00621061,historical__B00621061,2021-11-16,260
historical,B00621076,historical__B00621076,2021-11-16,224
historical,B00621504,historical__B00621504,2021-12-01,274
historical,B00621533,historical__B00621533,2021-11-15,132
historical,B00622668,historical__B00622668,2021-11-12,328
historical,B00622896,historical__B00622896,2021-11-04,41
historical,B00624212,historical__B00624212,2021-11-30,43
historical,B00624645,historical__B00624645,2021-11-04,63
historical,B00625252,historical__B00625252,2021-11-16,513
historical,B00649561,historical__B00625252,2021-12-24,333
historical,B00643705,historical__B00625252,2021-12-16,70
historical,B00626808,historical__B00626808,2022-02-24,10
historical,B00627782,historical__B00627782,2021-12-02,105
historical,B00628878,historical__B00628878,2021-11-15,66
historical,B00629541,historical__B00629541,2021-11-23,12
historical,B00630951,historical__B00630951,2021-11-29,7
historical,B00632090,historical__B00632090,2021-11-24,8
historical,B00632621,historical__B00632621,2021-12-01,41
historical,B00632806,historical__B00632806,2021-11-22,188
historical,B00633202,historical__B00633202,2021-11-23,8
historical,B00633210,historical__B00633202,2021-11-23,8
historical,B00633393,historical__B00633393,2021-12-23,16
historical,B00633617,historical__B00633617,2021-12-05,13
historical,B00634183,historical__B00634183,2021-12-01,10
historical,B00635778,historical__B00634183,2021-12-01,10
historical,B00635142,historical__B00635142,2021-11-30,9
historical,B00653652,historical__B00635142,2022-01-12,6
historical,B00635730,historical__B00635730,2021-12-29,119
historical,B00635897,historical__B00635897,2021-12-01,6
historical,B00636529,historical__B00635897,2021-12-03,6
historical,B00636414,historical__B00636414,2022-04-05,22
historical,B00637051,historical__B00637051,2021-12-10,46
historical,B00637089,historical__B00637089,2022-03-18,9
historical,B00637100,historical__B00637089,2022-03-18,8
historical,B00637594,historical__B00637594,2021-12-08,193
historical,B00637654,historical__B00637654,2021-12-20,10
historical,B00638074,historical__B00638074,2021-12-10,8
historical,B00639064,historical__B00639064,2021-12-05,20
historical,B00640248,historical__B00640248,2021-12-10,83
historical,B00640623,historical__B00640623,2022-01-20,8
historical,B00640761,historical__B00640761,2021-12-08,301
historical,B00642055,historical__B00642055,2021-12-13,6
historical,B00642196,historical__B00642196,2022-01-19,32
historical,B00643477,historical__B00643477,2022-01-12,20
