sample,root_job_id,parent_id,date_filed,constituent_units
post_policy,B01373493,post_policy__B01373493-I1,2026-06-01,71
post_policy,B01373573,post_policy__B01373573-I1,2026-03-18,10
post_policy,B01373634,post_policy__B01373634-I1,2026-03-23,96
post_policy,B01374176,post_policy__B01374176-I1,2026-03-18,7
post_policy,B01374436,post_policy__B01374436-I1,2026-03-31,6
post_policy,B01374856,post_policy__B01374856-I1,2026-03-24,51
post_policy,B01375113,post_policy__B01375113-I1,2026-05-19,23
post_policy,B01375530,post_policy__B01375530-I1,2026-04-21,98
post_policy,B01376426,post_policy__B01376426-I1,2026-03-26,85
post_policy,B01376613,post_policy__B01376613-I1,2026-03-31,73
post_policy,B01377276,post_policy__B01377276-I1,2026-04-15,14
post_policy,B01377452,post_policy__B01377452-I1,2026-04-01,157
post_policy,B01377733,post_policy__B01377733-I1,2026-03-26,25
post_policy,B01379089,post_policy__B01379089-I1,2026-05-04,55
post_policy,B01379312,post_policy__B01379312-I1,2026-04-13,24
post_policy,B01379434,post_policy__B01379434-I1,2026-03-30,75
post_policy,B01379437,post_policy__B01379437-I1,2026-03-29,75
post_policy,B01379995,post_policy__B01379995-I1,2026-04-02,16
post_policy,B01380483,post_policy__B01380483-I1,2026-04-07,7
post_policy,B01381465,post_policy__B01381465-I1,2026-07-08,10
post_policy,B01381870,post_policy__B01381870-I1,2026-04-14,59
post_policy,B01385132,post_policy__B01385132-I1,2026-04-09,12
post_policy,B01385319,post_policy__B01385319-I1,2026-04-29,6
post_policy,B01386156,post_policy__B01386156-I1,2026-04-16,7
post_policy,B01390326,post_policy__B01390326-I1,2026-04-29,82
post_policy,B01390458,post_policy__B01390326-I1,2026-04-29,82
post_policy,B01390460,post_policy__B01390326-I1,2026-04-29,64
post_policy,B01391270,post_policy__B01391270-I1,2026-05-06,60
post_policy,B01391600,post_policy__B01391600-I1,2026-05-01,10
post_policy,B01393179,post_policy__B01393179-I1,2026-06-08,13
post_policy,B01393288,post_policy__B01393288-I1,2026-04-29,7
post_policy,B01395686,post_policy__B01395686-I1,2026-05-08,22
post_policy,B01398835,post_policy__B01398835-I1,2026-05-15,45
post_policy,B01399120,post_policy__B01399120-I1,2026-05-21,85
post_policy,B01400199,post_policy__B01400199-I1,2026-06-04,224
post_policy,B01401790,post_policy__B01401790-I1,2026-05-20,6
post_policy,B01401889,post_policy__B01401889-I1,2026-05-20,31
post_policy,B01402482,post_policy__B01402482-I1,2026-06-02,23
post_policy,B01403349,post_policy__B01403349-I1,2026-05-18,15
post_policy,B01404767,post_policy__B01404767-I1,2026-06-03,12
post_policy,B01405711,post_policy__B01405711-I1,2026-06-10,18
post_policy,B01405960,post_policy__B01405960-I1,2026-07-03,42
post_policy,B01408961,post_policy__B01408961-I1,2026-06-10,99
post_policy,B01408963,post_policy__B01408961-I1,2026-06-10,99
post_policy,B01409426,post_policy__B01409426-I1,2026-06-25,99
post_policy,B01410734,post_policy__B01410734-I1,2026-06-09,20
post_policy,B01411828,post_policy__B01411828-I1,2026-06-11,99
post_policy,B01412138,post_policy__B01412138-I1,2026-06-10,169
post_policy,B01412657,post_policy__B01412655-I1,2026-06-10,224
post_policy,B01412655,post_policy__B01412655-I1,2026-06-10,206
post_policy,B01414331,post_policy__B01414331-I1,2026-06-15,12
post_policy,B01415308,post_policy__B01415308-I1,2026-06-12,76
post_policy,B01418533,post_policy__B01418533-I1,2026-06-19,7
post_policy,B01419135,post_policy__B01419135-I1,2026-06-19,48
post_policy,B01419789,post_policy__B01419789-I1,2026-07-01,8
post_policy,B01420894,post_policy__B01420894-I1,2026-07-01,12
post_policy,B01422332,post_policy__B01422332-I1,2026-07-02,147
post_policy,B01424708,post_policy__B01424708-I1,2026-07-08,30
post_policy,M01030184,post_policy__M01030184-I1,2025-08-05,282
post_policy,M01148044,post_policy__M01148044-I1,2025-01-07,30
post_policy,M01152650,post_policy__M01152650-I1,2025-03-26,12
post_policy,M01153465,post_policy__M01153465-I1,2025-12-11,350
post_policy,M01312755,post_policy__M01153465-I1,2025-12-11,220
post_policy,M01155663,post_policy__M01155663-I1,2025-01-02,190
post_policy,M01164499,post_policy__M01164499-I1,2025-02-12,36
post_policy,M01167063,post_policy__M01167063-I1,2025-01-22,12
post_policy,M01189399,post_policy__M01189399-I1,2025-03-28,66
post_policy,M01196888,post_policy__M01196888-I1,2025-03-25,48
post_policy,M01203893,post_policy__M01203893-I1,2025-04-15,20
post_policy,M01209233,post_policy__M01209233-I1,2025-05-20,282
post_policy,M01220215,post_policy__M01220215-I1,2025-05-09,9
post_policy,M01230688,post_policy__M01230688-I1,2025-07-21,43
post_policy,M01230881,post_policy__M01230881-I1,2025-09-24,15
post_policy,M01231645,post_policy__M01231645-I1,2025-10-10,276
post_policy,M01241552,post_policy__M01241552-I1,2025-06-16,113
post_policy,M01243425,post_policy__M01243425-I1,2025-07-03,77
post_policy,M01248702,post_policy__M01248702-I1,2025-07-29,7
post_policy,M01251433,post_policy__M01251433-I1,2025-07-07,7
post_policy,M01267340,post_policy__M01257136-I1,2025-08-21,24
post_policy,M01257136,post_policy__M01257136-I1,2025-07-26,23
post_policy,M01257465,post_policy__M01257465-I1,2025-08-06,83
post_policy,M01260000,post_policy__M01260000-I1,2025-07-31,217
post_policy,M01265797,post_policy__M01265797-I1,2025-08-13,18
post_policy,M01268347,post_policy__M01268347-I1,2025-09-16,278
post_policy,M01270610,post_policy__M01270610-I1,2025-08-21,85
post_policy,M01272711,post_policy__M01272711-I1,2025-08-18,6
post_policy,M01273621,post_policy__M01273621-I1,2025-09-10,54
post_policy,M01274330,post_policy__M01274330-I1,2025-09-23,459
post_policy,M01274493,post_policy__M01274493-I1,2025-09-12,84
post_policy,M01279610,post_policy__M01279610-I1,2025-10-23,32
post_policy,M01280065,post_policy__M01280065-I1,2026-01-01,72
post_policy,M01280354,post_policy__M01280354-I1,2025-11-24,6
post_policy,M01282164,post_policy__M01282164-I1,2025-09-17,15
post_policy,M01282953,post_policy__M01282953-I1,2025-09-26,15
post_policy,M01283731,post_policy__M01283731-I1,2025-11-28,10
post_policy,M01290581,post_policy__M01290581-I1,2025-12-15,21
post_policy,M01293643,post_policy__M01293643-I1,2025-10-03,41
post_policy,M01294550,post_policy__M01294550-I1,2025-09-29,8
post_policy,M01301888,post_policy__M01301888-I1,2025-12-02,86
post_policy,M01304775,post_policy__M01304775-I1,2025-11-26,8
post_policy,M01305839,post_policy__M01305839-I1,2025-11-05,99
post_policy,M01305858,post_policy__M01305839-I1,2025-11-05,98
post_policy,M01306253,post_policy__M01306253-I1,2026-03-24,99
post_policy,M01318077,post_policy__M01318077-I1,2025-12-02,14
post_policy,M01318466,post_policy__M01318466-I1,2025-11-25,96
post_policy,M01323220,post_policy__M01323220-I1,2025-12-18,51
post_policy,M01325392,post_policy__M01325392-I1,2025-12-29,86
post_policy,M01335408,post_policy__M01335408-I1,2025-12-30,88
post_policy,M01335998,post_policy__M01335998-I1,2025-12-19,86
post_policy,M01338581,post_policy__M01338581-I1,2026-03-04,99
post_policy,M01338583,post_policy__M01338581-I1,2026-03-04,99
post_policy,M01338590,post_policy__M01338581-I1,2026-03-04,99
post_policy,M01338597,post_policy__M01338581-I1,2026-03-04,99
post_policy,M01338604,post_policy__M01338581-I1,2026-03-04,99
post_policy,M01338609,post_policy__M01338581-I1,2026-03-04,99
post_policy,M01338614,post_policy__M01338581-I1,2026-03-04,99
post_policy,M01339025,post_policy__M01339025-I1,2026-03-28,88
post_policy,M01339782,post_policy__M01339782-I1,2026-01-14,20
post_policy,M01352171,post_policy__M01352171-I1,2026-03-27,16
post_policy,M01352841,post_policy__M01352841-I1,2026-03-11,62
post_policy,M01358817,post_policy__M01358817-I1,2026-02-23,12
post_policy,M01360104,post_policy__M01360104-I1,2026-03-26,300
post_policy,M01361353,post_policy__M01361353-I1,2026-03-17,70
post_policy,M01363005,post_policy__M01363005-I1,2026-03-06,211
post_policy,M01363035,post_policy__M01363035-I1,2026-03-17,481
post_policy,M01364168,post_policy__M01364168-I1,2026-03-09,29
post_policy,M01366344,post_policy__M01366344-I1,2026-03-08,12
post_policy,M01368684,post_policy__M01368684-I1,2026-03-25,21
post_policy,M01369116,post_policy__M01369116-I1,2026-03-19,99
post_policy,M01369988,post_policy__M01369988-I1,2026-03-31,16
post_policy,M01370073,post_policy__M01370073-I1,2026-03-26,141
post_policy,M01370578,post_policy__M01370578-I1,2026-03-20,456
post_policy,M01372322,post_policy__M01372322-I1,2026-03-27,95
post_policy,M01373185,post_policy__M01373185-I1,2026-03-26,75
post_policy,M01373193,post_policy__M01373193-I1,2026-03-26,69
post_policy,M01373235,post_policy__M01373235-I1,2026-03-27,105
post_policy,M01376293,post_policy__M01376293-I1,2026-03-27,95
post_policy,M01377138,post_policy__M01377138-I1,2026-03-25,120
post_policy,M01382130,post_policy__M01382130-I1,2026-04-21,430
post_policy,M01387640,post_policy__M01387640-I1,2026-04-27,20
post_policy,M01393124,post_policy__M01393124-I1,2026-04-28,99
post_policy,M01417673,post_policy__M01393124-I1,2026-06-19,72
post_policy,M01396956,post_policy__M01396956-I1,2026-06-03,27
post_policy,M01400243,post_policy__M01400243-I1,2026-05-15,50
post_policy,M01405104,post_policy__M01405104-I1,2026-06-22,6
post_policy,Q00976282,post_policy__Q00976282-I1,2025-03-28,16
post_policy,Q01025398,post_policy__Q01025398-I1,2025-08-06,706
post_policy,Q01081356,post_policy__Q01081356-I1,2025-01-30,9
post_policy,Q01111758,post_policy__Q01111758-I1,2025-11-18,53
post_policy,Q01117795,post_policy__Q01117795-I1,2025-06-20,59
post_policy,Q01127079,post_policy__Q01127079-I1,2025-04-03,27
post_policy,Q01148313,post_policy__Q01148313-I1,2025-01-02,14
post_policy,Q01149759,post_policy__Q01149759-I1,2025-03-11,39
post_policy,Q01150703,post_policy__Q01150703-I1,2025-01-02,89
post_policy,Q01150733,post_policy__Q01150733-I1,2025-01-16,89
post_policy,Q01154656,post_policy__Q01154656-I1,2025-04-15,23
post_policy,Q01157077,post_policy__Q01157077-I1,2025-01-28,89
post_policy,Q01159553,post_policy__Q01159553-I1,2025-03-28,14
post_policy,Q01164389,post_policy__Q01164389-I1,2025-07-28,11
post_policy,Q01169174,post_policy__Q01169174-I1,2025-03-14,35
post_policy,Q01177035,post_policy__Q01177035-I1,2025-04-23,21
post_policy,Q01177691,post_policy__Q01177691-I1,2025-02-11,99
post_policy,Q01177738,post_policy__Q01177691-I1,2025-02-11,74
post_policy,Q01222315,post_policy__Q01177691-I1,2025-05-13,57
post_policy,Q01178202,post_policy__Q01178202-I1,2025-05-05,9
post_policy,Q01179016,post_policy__Q01179016-I1,2025-02-12,30
post_policy,Q01182912,post_policy__Q01182912-I1,2025-02-21,20
post_policy,Q01183594,post_policy__Q01183594-I1,2025-02-21,22
post_policy,Q01183635,post_policy__Q01183635-I1,2025-03-07,57
post_policy,Q01360563,post_policy__Q01189789-I1,2025-03-25,98
post_policy,Q01360583,post_policy__Q01189789-I1,2025-03-25,56
post_policy,Q01196791,post_policy__Q01196791-I1,2025-04-14,310
post_policy,Q01197266,post_policy__Q01197266-I1,2025-04-10,43
post_policy,Q01197853,post_policy__Q01197853-I1,2025-05-20,99
post_policy,Q01197909,post_policy__Q01197909-I1,2025-03-26,20
post_policy,Q01201790,post_policy__Q01201790-I1,2025-04-01,27
post_policy,Q01203592,post_policy__Q01203592-I1,2025-10-22,84
post_policy,Q01205884,post_policy__Q01205884-I1,2025-05-05,17
post_policy,Q01206649,post_policy__Q01206649-I1,2025-04-11,93
post_policy,Q01206655,post_policy__Q01206649-I1,2025-06-03,92
post_policy,Q01207697,post_policy__Q01207697-I1,2025-04-10,57
post_policy,Q01216113,post_policy__Q01207697-I1,2025-04-30,29
post_policy,Q01213391,post_policy__Q01213391-I1,2025-04-23,6
post_policy,Q01216684,post_policy__Q01216684-I1,2025-07-03,7
post_policy,Q01216692,post_policy__Q01216692-I1,2025-07-01,9
post_policy,Q01217045,post_policy__Q01217045-I1,2025-09-02,13
post_policy,Q01219029,post_policy__Q01219029-I1,2025-05-16,26
post_policy,Q01219474,post_policy__Q01219474-I1,2025-05-07,6
post_policy,Q01276104,post_policy__Q01219474-I1,2025-10-16,6
post_policy,Q01223124,post_policy__Q01223124-I1,2025-05-12,6
post_policy,Q01223823,post_policy__Q01223823-I1,2025-10-06,99
post_policy,Q01226130,post_policy__Q01226130-I1,2025-05-19,32
post_policy,Q01226562,post_policy__Q01226562-I1,2025-06-11,94
post_policy,Q01228195,post_policy__Q01228195-I1,2025-09-03,479
post_policy,Q01228656,post_policy__Q01228656-I1,2025-05-21,55
post_policy,Q01233524,post_policy__Q01233524-I1,2025-08-11,213
post_policy,Q01234060,post_policy__Q01234060-I1,2025-06-03,53
post_policy,Q01237492,post_policy__Q01237492-I1,2025-07-31,12
post_policy,Q01241345,post_policy__Q01241345-I1,2025-06-16,20
post_policy,Q01242193,post_policy__Q01242193-I1,2025-06-24,124
post_policy,Q01242296,post_policy__Q01242296-I1,2025-06-18,6
post_policy,Q01243880,post_policy__Q01243880-I1,2025-07-11,99
post_policy,Q01243899,post_policy__Q01243880-I1,2025-07-11,99
post_policy,Q01245408,post_policy__Q01243880-I1,2025-07-11,99
post_policy,Q01245454,post_policy__Q01243880-I1,2025-07-11,99
post_policy,Q01245455,post_policy__Q01243880-I1,2025-07-11,99
post_policy,Q01245449,post_policy__Q01243880-I1,2025-07-11,96
post_policy,Q01246317,post_policy__Q01246317-I1,2025-07-09,44
post_policy,Q01246536,post_policy__Q01246536-I1,2025-07-09,56
post_policy,Q01247998,post_policy__Q01247998-I1,2025-08-29,12
post_policy,Q01252831,post_policy__Q01252831-I1,2025-07-25,24
post_policy,Q01254135,post_policy__Q01254135-I1,2025-07-14,29
post_policy,Q01254595,post_policy__Q01254595-I1,2025-10-06,330
post_policy,Q01254580,post_policy__Q01254595-I1,2025-10-07,99
post_policy,Q01254598,post_policy__Q01254598-I1,2025-08-05,10
post_policy,Q01254688,post_policy__Q01254688-I1,2025-07-17,10
post_policy,Q01255929,post_policy__Q01255929-I1,2025-07-17,15
post_policy,Q01257109,post_policy__Q01257109-I1,2026-06-18,26
post_policy,Q01257354,post_policy__Q01257354-I1,2025-07-18,9
post_policy,Q01261026,post_policy__Q01261008-I1,2025-08-04,87
post_policy,Q01261008,post_policy__Q01261008-I1,2025-08-04,84
post_policy,Q01261032,post_policy__Q01261008-I1,2025-08-04,82
post_policy,Q01261212,post_policy__Q01261189-I1,2025-07-30,73
post_policy,Q01261189,post_policy__Q01261189-I1,2025-07-30,60
post_policy,Q01261622,post_policy__Q01261622-I1,2025-09-26,31
post_policy,Q01262024,post_policy__Q01262024-I1,2025-08-05,8
post_policy,Q01262724,post_policy__Q01262724-I1,2025-09-26,9
post_policy,Q01263805,post_policy__Q01263805-I1,2025-08-12,387
post_policy,Q01297222,post_policy__Q01266074-I1,2025-10-06,99
post_policy,Q01297223,post_policy__Q01266074-I1,2025-10-06,99
post_policy,Q01266074,post_policy__Q01266074-I1,2025-08-06,88
post_policy,Q01266649,post_policy__Q01266649-I1,2025-08-19,18
post_policy,Q01279065,post_policy__Q01266649-I1,2025-09-03,18
post_policy,Q01270242,post_policy__Q01270242-I1,2025-08-15,58
post_policy,Q01273138,post_policy__Q01273138-I1,2025-08-20,22
post_policy,Q01273433,post_policy__Q01273433-I1,2025-09-08,28
post_policy,Q01274348,post_policy__Q01274348-I1,2025-09-24,26
post_policy,Q01274353,post_policy__Q01274353-I1,2025-10-23,50
post_policy,Q01275550,post_policy__Q01275550-I1,2025-11-18,300
post_policy,Q01275800,post_policy__Q01275800-I1,2025-08-29,560
post_policy,Q01278129,post_policy__Q01278129-I1,2025-09-02,89
post_policy,Q01295343,post_policy__Q01278129-I1,2025-10-06,88
post_policy,Q01283118,post_policy__Q01283118-I1,2025-10-06,12
post_policy,Q01283772,post_policy__Q01283772-I1,2025-09-16,90
post_policy,Q01283915,post_policy__Q01283772-I1,2025-09-16,86
post_policy,Q01284406,post_policy__Q01284406-I1,2025-09-15,7
post_policy,Q01285795,post_policy__Q01285795-I1,2025-09-19,32
post_policy,Q01285957,post_policy__Q01285957-I1,2025-10-16,24
post_policy,Q01288130,post_policy__Q01288130-I1,2025-09-16,99
post_policy,Q01332594,post_policy__Q01288130-I1,2025-12-15,68
post_policy,Q01297609,post_policy__Q01288130-I1,2025-10-24,67
post_policy,Q01288509,post_policy__Q01288509-I1,2025-10-06,50
post_policy,Q01289631,post_policy__Q01289631-I1,2025-12-12,227
post_policy,Q01289649,post_policy__Q01289649-I1,2025-12-12,173
post_policy,Q01292334,post_policy__Q01292334-I1,2025-10-10,6
post_policy,Q01294536,post_policy__Q01294536-I1,2025-09-30,16
post_policy,Q01297449,post_policy__Q01297449-I1,2026-03-11,99
post_policy,Q01297475,post_policy__Q01297475-I1,2026-03-03,26
post_policy,Q01297947,post_policy__Q01297947-I1,2025-10-05,45
post_policy,Q01301298,post_policy__Q01301298-I1,2025-10-17,56
post_policy,Q01305115,post_policy__Q01305115-I1,2025-12-29,6
post_policy,Q01306272,post_policy__Q01306272-I1,2026-02-03,14
post_policy,Q01310882,post_policy__Q01310882-I1,2025-10-30,6
post_policy,Q01311038,post_policy__Q01311038-I1,2026-03-27,121
post_policy,Q01311738,post_policy__Q01311738-I1,2025-11-04,8
post_policy,Q01312530,post_policy__Q01312530-I1,2025-11-04,7
post_policy,Q01314166,post_policy__Q01314166-I1,2025-11-10,56
post_policy,Q01316403,post_policy__Q01316403-I1,2026-01-14,8
post_policy,Q01340455,post_policy__Q01316403-I1,2026-01-14,8
post_policy,Q01317452,post_policy__Q01317360-I1,2025-11-26,70
post_policy,Q01317360,post_policy__Q01317360-I1,2025-11-26,63
post_policy,Q01317435,post_policy__Q01317435-I1,2025-12-02,105
post_policy,Q01321774,post_policy__Q01321774-I1,2025-12-24,23
post_policy,Q01321936,post_policy__Q01321936-I1,2026-03-05,6
post_policy,Q01322445,post_policy__Q01322445-I1,2025-12-04,17
post_policy,Q01327168,post_policy__Q01327168-I1,2025-12-17,156
post_policy,Q01327614,post_policy__Q01327614-I1,2026-03-19,105
post_policy,Q01363441,post_policy__Q01331303-I1,2026-03-12,74
post_policy,Q01331303,post_policy__Q01331303-I1,2025-12-30,65
post_policy,Q01332495,post_policy__Q01332495-I1,2025-12-17,147
post_policy,Q01332573,post_policy__Q01332573-I1,2025-12-28,74
post_policy,Q01334547,post_policy__Q01334547-I1,2025-12-18,56
post_policy,Q01335532,post_policy__Q01335532-I1,2025-12-18,72
post_policy,Q01337462,post_policy__Q01337462-I1,2025-12-26,62
post_policy,Q01338971,post_policy__Q01338971-I1,2025-12-29,99
post_policy,Q01339235,post_policy__Q01338971-I1,2026-01-06,98
post_policy,Q01338980,post_policy__Q01338971-I1,2026-01-06,92
post_policy,Q01339840,post_policy__Q01339840-I1,2026-01-02,55
post_policy,Q01348692,post_policy__Q01348692-I1,2026-02-03,88
post_policy,Q01349116,post_policy__Q01349116-I1,2026-02-06,14
post_policy,Q01350371,post_policy__Q01350371-I1,2026-02-05,79
post_policy,Q01351121,post_policy__Q01351121-I1,2026-01-26,79
post_policy,Q01351567,post_policy__Q01351567-I1,2026-03-12,6
post_policy,Q01355642,post_policy__Q01355642-I1,2026-03-06,14
post_policy,Q01358193,post_policy__Q01358193-I1,2026-03-02,181
post_policy,Q01359877,post_policy__Q01359877-I1,2026-03-05,83
post_policy,Q01360550,post_policy__Q01360550-I1,2026-05-04,62
post_policy,Q01363758,post_policy__Q01363758-I1,2026-02-25,37
post_policy,Q01366543,post_policy__Q01366543-I1,2026-03-25,71
post_policy,Q01367014,post_policy__Q01367014-I1,2026-04-06,285
post_policy,Q01367701,post_policy__Q01367701-I1,2026-05-14,8
post_policy,Q01368573,post_policy__Q01368573-I1,2026-03-21,27
post_policy,Q01369413,post_policy__Q01369413-I1,2026-03-16,10
post_policy,Q01370714,post_policy__Q01370714-I1,2026-03-19,28
post_policy,Q01371758,post_policy__Q01371758-I1,2026-03-30,46
post_policy,Q01372175,post_policy__Q01372175-I1,2026-03-27,43
post_policy,Q01372263,post_policy__Q01372263-I1,2026-03-27,54
post_policy,Q01372550,post_policy__Q01372550-I1,2026-03-17,21
post_policy,Q01373869,post_policy__Q01373869-I1,2026-03-24,41
post_policy,Q01374880,post_policy__Q01374880-I1,2026-03-27,15
post_policy,Q01375903,post_policy__Q01375903-I1,2026-03-27,93
post_policy,Q01376083,post_policy__Q01376083-I1,2026-03-26,6
post_policy,Q01376570,post_policy__Q01376570-I1,2026-03-26,108
post_policy,Q01377260,post_policy__Q01377260-I1,2026-05-18,74
post_policy,Q01379385,post_policy__Q01379385-I1,2026-05-27,137
post_policy,Q01381898,post_policy__Q01381898-I1,2026-05-12,26
post_policy,Q01385871,post_policy__Q01385871-I1,2026-06-05,23
post_policy,Q01386972,post_policy__Q01386972-I1,2026-04-20,99
post_policy,Q01388823,post_policy__Q01388823-I1,2026-05-12,99
post_policy,Q01388824,post_policy__Q01388823-I1,2026-05-13,99
post_policy,Q01389162,post_policy__Q01389162-I1,2026-05-18,91
post_policy,Q01391142,post_policy__Q01391142-I1,2026-05-19,38
post_policy,Q01392067,post_policy__Q01392067-I1,2026-06-19,16
post_policy,Q01392216,post_policy__Q01392216-I1,2026-04-27,10
post_policy,Q01392882,post_policy__Q01392882-I1,2026-05-02,16
post_policy,Q01395583,post_policy__Q01395583-I1,2026-05-11,68
post_policy,Q01400983,post_policy__Q01400983-I1,2026-06-12,6
post_policy,Q01403185,post_policy__Q01403184-I1,2026-06-25,36
post_policy,Q01403184,post_policy__Q01403184-I1,2026-06-24,12
post_policy,Q01404406,post_policy__Q01404406-I1,2026-05-21,17
post_policy,Q01409428,post_policy__Q01409428-I1,2026-06-02,18
post_policy,Q01412354,post_policy__Q01412354-I1,2026-06-11,99
post_policy,Q01412564,post_policy__Q01412564-I1,2026-06-16,17
post_policy,Q01412346,post_policy__Q01412952-I1,2026-06-12,97
post_policy,Q01412952,post_policy__Q01412952-I1,2026-06-09,71
post_policy,Q01414913,post_policy__Q01414913-I1,2026-06-11,15
post_policy,Q01415856,post_policy__Q01415856-I1,2026-06-16,58
post_policy,Q01417752,post_policy__Q01415856-I1,2026-06-16,50
post_policy,Q01416408,post_policy__Q01416407-I1,2026-06-30,99
post_policy,Q01424030,post_policy__Q01416407-I1,2026-07-02,77
post_policy,Q01421621,post_policy__Q01421621-I1,2026-07-06,60
post_policy,Q01425201,post_policy__Q01425201-I1,2026-07-01,10
post_policy,S01222096,post_policy__S01222096-I1,2025-06-02,92
post_policy,S01286566,post_policy__S01222096-I1,2026-01-23,37
post_policy,S01305841,post_policy__S01271498-I1,2025-10-01,6
post_policy,S01324750,post_policy__S01324750-I1,2026-02-26,20
post_policy,S01328926,post_policy__S01328926-I1,2025-12-08,74
post_policy,S01329990,post_policy__S01328926-I1,2025-12-08,74
post_policy,S01330466,post_policy__S01330466-I1,2025-12-23,89
post_policy,S01340695,post_policy__S01340695-I1,2026-03-17,15
post_policy,S01412771,post_policy__S01412771-I1,2026-06-12,26
post_policy,X00932163,post_policy__X00932163-I1,2026-03-25,329
post_policy,X00945951,post_policy__X00945951-I1,2025-10-22,347
post_policy,X01059040,post_policy__X01059040-I1,2025-01-07,213
post_policy,X01074672,post_policy__X01074672-I1,2025-02-06,25
post_policy,X01089171,post_policy__X01089171-I1,2025-04-23,56
post_policy,X01129497,post_policy__X01129497-I1,2025-05-01,25
post_policy,X01213596,post_policy__X01129497-I1,2025-05-01,20
post_policy,X01129499,post_policy__X01129499-I1,2025-03-20,68
post_policy,X01130512,post_policy__X01130512-I1,2025-03-03,15
post_policy,X01131311,post_policy__X01131311-I1,2025-01-28,49
post_policy,X01133461,post_policy__X01133461-I1,2025-02-25,60
post_policy,X01139238,post_policy__X01139238-I1,2025-06-02,16
post_policy,X01140437,post_policy__X01140437-I1,2025-11-18,48
post_policy,X01288603,post_policy__X01150556-I1,2025-10-17,57
post_policy,X01150556,post_policy__X01150556-I1,2025-03-27,56
post_policy,X01150557,post_policy__X01150557-I1,2025-04-11,76
post_policy,X01150558,post_policy__X01150558-I1,2025-03-27,80
post_policy,X01156469,post_policy__X01156469-I1,2025-06-13,28
post_policy,X01157279,post_policy__X01157279-I1,2025-01-14,213
post_policy,X01157822,post_policy__X01157822-I1,2025-01-14,22
post_policy,X01162972,post_policy__X01162972-I1,2025-02-07,6
post_policy,X01165951,post_policy__X01165951-I1,2025-03-05,14
post_policy,X01166460,post_policy__X01166460-I1,2025-03-13,78
post_policy,X01169727,post_policy__X01169727-I1,2025-01-27,53
post_policy,X01171568,post_policy__X01171565-I1,2025-03-10,69
post_policy,X01172496,post_policy__X01172496-I1,2025-04-28,12
post_policy,X01175719,post_policy__X01175719-I1,2025-02-05,29
post_policy,X01176903,post_policy__X01176903-I1,2025-03-12,12
post_policy,X01177042,post_policy__X01177042-I1,2025-03-03,53
post_policy,X01177831,post_policy__X01177831-I1,2025-02-11,7
post_policy,X01178301,post_policy__X01178301-I1,2025-02-19,24
post_policy,X01178432,post_policy__X01178424-I1,2025-04-27,76
post_policy,X01178424,post_policy__X01178424-I1,2025-04-24,68
post_policy,X01179136,post_policy__X01179136-I1,2025-03-04,14
post_policy,X01179451,post_policy__X01179451-I1,2025-07-21,10
post_policy,X01180463,post_policy__X01180463-I1,2025-02-17,32
post_policy,X01180882,post_policy__X01180882-I1,2025-03-17,14
post_policy,X01181228,post_policy__X01181228-I1,2025-02-19,48
post_policy,X01181650,post_policy__X01181650-I1,2025-02-20,16
post_policy,X01182248,post_policy__X01182248-I1,2025-03-17,18
post_policy,X01183559,post_policy__X01183559-I1,2025-03-04,27
post_policy,X01183632,post_policy__X01183632-I1,2025-02-20,8
post_policy,X01184008,post_policy__X01184008-I1,2025-09-08,45
post_policy,X01184270,post_policy__X01184270-I1,2025-03-03,38
post_policy,X01185640,post_policy__X01185640-I1,2025-03-06,15
post_policy,X01186318,post_policy__X01186318-I1,2025-03-10,77
post_policy,X01187721,post_policy__X01187721-I1,2025-03-04,58
post_policy,X01188928,post_policy__X01188928-I1,2025-03-10,8
post_policy,X01190580,post_policy__X01190580-I1,2025-04-21,11
post_policy,X01190590,post_policy__X01190590-I1,2025-07-18,93
post_policy,X01192769,post_policy__X01192769-I1,2025-03-11,17
post_policy,X01193962,post_policy__X01193962-I1,2025-06-25,60
post_policy,X01194018,post_policy__X01194018-I1,2025-03-28,10
post_policy,X01194061,post_policy__X01194061-I1,2025-04-08,10
post_policy,X01194154,post_policy__X01194154-I1,2025-03-17,55
post_policy,X01194388,post_policy__X01194388-I1,2025-04-01,57
post_policy,X01194963,post_policy__X01194963-I1,2025-03-28,21
post_policy,X01195000,post_policy__X01195000-I1,2025-03-28,10
post_policy,X01195428,post_policy__X01195428-I1,2025-03-28,33
post_policy,X01197447,post_policy__X01197447-I1,2025-05-08,99
post_policy,X01197955,post_policy__X01197955-I1,2025-05-14,9
post_policy,X01198346,post_policy__X01198346-I1,2025-03-24,17
post_policy,X01198370,post_policy__X01198370-I1,2025-06-04,41
post_policy,X01199827,post_policy__X01199827-I1,2025-03-24,51
post_policy,X01200778,post_policy__X01200778-I1,2025-04-02,38
post_policy,X01201226,post_policy__X01201226-I1,2025-03-31,14
post_policy,X01201390,post_policy__X01201390-I1,2025-03-31,99
post_policy,X01202536,post_policy__X01201390-I1,2025-03-31,65
post_policy,X01201502,post_policy__X01201502-I1,2025-05-15,83
post_policy,X01202159,post_policy__X01202004-I1,2025-03-31,72
post_policy,X01202004,post_policy__X01202004-I1,2025-03-31,56
post_policy,X01202216,post_policy__X01202216-I1,2025-03-28,64
post_policy,X01204411,post_policy__X01204411-I1,2025-04-28,20
