sample,parent_id,cohort_date,source_end_date,parent_total_units,n_components,sorted_component_vector,component_addresses,splitting_verification_status,right_window_observed,lot_area_sqft,residential_far,built_far,borough,multi_lot_indicator,weight
historical,historical__321592763,2020-08-13,2023-12-29,103,1,103,161 EMERSON PLACE,not_applicable_single_component,TRUE,10000,2.43,2.5,Brooklyn,0,0.002419302419433593
historical,historical__321592790,2020-08-13,2023-12-29,98,1,98,1499 BEDFORD AVENUE,not_applicable_single_component,TRUE,15804,4.2,1.27,Brooklyn,0,0.0014620752693185115
historical,historical__321592825,2020-08-17,2023-12-29,184,1,184,273 SNEDIKER AVENUE,not_applicable_single_component,TRUE,95000,3,1.3,Brooklyn,0,0.0012373825695726952
historical,historical__321593101,2019-05-15,2023-12-29,104,1,104,142 SOUTH PORTLAND AVENUE,not_applicable_single_component,TRUE,12000,6,0.78,Brooklyn,0,0.0011511639763456
historical,historical__321593986,2019-06-26,2023-12-29,569,1,569,54 CROWN STREET,not_applicable_single_component,TRUE,55385,3,0,Brooklyn,1,0.001047822762498137
historical,historical__321594137,2019-06-27,2023-12-29,320,1,320,268 BARBEY STREET,not_applicable_single_component,TRUE,43648,5.4,1.75,Brooklyn,0,0.0011970021632983707
historical,historical__321594155,2019-06-27,2023-12-29,66,1,66,255 LORIMER STREET,not_applicable_single_component,TRUE,3925,3.44,0.61,Brooklyn,0,0.001752608243656112
historical,historical__321594226,2019-06-28,2023-12-29,135,1,135,437 EUCLID AVENUE,not_applicable_single_component,TRUE,13500,4,0,Brooklyn,0,0.0011934768432260475
historical,historical__321594422,2019-07-16,2023-12-29,116,1,116,154 CLARKSON AVENUE,not_applicable_single_component,TRUE,4000,3.44,0.71,Brooklyn,0,0.001781849234177972
historical,historical__321594672,2019-07-26,2023-12-29,127,1,127,1601 DEKALB AVENUE,not_applicable_single_component,TRUE,20000,4,0,Brooklyn,0,0.0011179438045754787
historical,historical__321594832,2019-08-12,2023-12-29,160,1,160,535 EAST 98 STREET,not_applicable_single_component,TRUE,33000,2.43,0,Brooklyn,0,0.0012122772107391686
historical,historical__321595083,2019-10-03,2023-12-29,58,1,58,610 EAST 40 STREET,not_applicable_single_component,TRUE,20000,0.9,0.42,Brooklyn,0,0.0016797480178170731
historical,historical__321595092,2019-10-04,2023-12-29,174,1,174,461 CHESTER STREET,not_applicable_single_component,TRUE,37500,2.43,0,Brooklyn,0,0.0011867713527903795
historical,historical__321595145,2019-10-05,2023-12-29,441,1,441,90 FLATBUSH AVENUE,not_applicable_single_component,TRUE,12603,10,3.168273998205505,Brooklyn,1,0.001202459341170838
historical,historical__321595403,2019-10-21,2023-12-29,798,1,798,595 DEAN STREET,not_applicable_single_component,TRUE,116535,0,0,Brooklyn,1,0.0012673684393684729
historical,historical__321595608,2019-10-29,2023-12-29,174,3,77+58+39,269 WALLABOUT STREET;34 UNION AVENUE;58 UNION AVENUE,suggestive_separate_components,TRUE,39323,5.032832629217758,0,Brooklyn,1,8.966755580399915e-4
historical,historical__321595653,2019-11-01,2023-12-29,53,1,53,2343 NOSTRAND AVENUE,not_applicable_single_component,TRUE,12075,2.43,0.6,Brooklyn,0,0.0016126958363115143
historical,historical__321595733,2019-11-08,2023-12-29,69,1,69,280 MEEKER AVENUE,not_applicable_single_component,TRUE,8546,2.7,0,Brooklyn,0,0.0014754742668673985
historical,historical__321595751,2019-11-08,2023-12-29,76,1,76,815 FLATBUSH AVENUE,not_applicable_single_component,TRUE,11816,4,1.5599999999999998,Brooklyn,0,0.0016591040587430042
historical,historical__321595797,2019-11-12,2023-12-29,90,1,90,58 VANDERBILT AVENUE,not_applicable_single_component,TRUE,12808,4.2,0,Brooklyn,0,0.0011790304978893825
historical,historical__321596484,2019-12-20,2023-12-29,165,1,165,220 CLARKSON AVENUE,not_applicable_single_component,TRUE,27000,3.44,1.6,Brooklyn,0,0.0015454275762644093
historical,historical__321596536,2019-12-20,2023-12-29,157,1,157,381 CHESTER STREET,not_applicable_single_component,TRUE,22025,3.44,0,Brooklyn,0,0.0011665554278999307
historical,historical__321596625,2019-12-30,2023-12-29,50,1,50,2039 OCEAN AVENUE,not_applicable_single_component,TRUE,4400,4,0.65,Brooklyn,0,0.0016345593268942968
historical,historical__321597009,2019-08-22,2023-12-29,58,1,58,410 WARWICK STREET,not_applicable_single_component,TRUE,5000,4,0.16,Brooklyn,0,0.0014529600716982759
historical,historical__321597606,2019-09-09,2023-12-29,208,1,208,589 CHRISTOPHER AVENUE,not_applicable_single_component,TRUE,36833,4.2,0,Brooklyn,0,9.890414519374807e-4
historical,historical__321597688,2019-09-11,2023-12-29,75,1,75,1120 SAINT JOHNS PLACE,not_applicable_single_component,TRUE,13958,2.43,0.10000000000000002,Brooklyn,0,0.0014266454577679284
historical,historical__321597777,2019-09-16,2023-12-29,240,1,240,12 HALSEY STREET,not_applicable_single_component,TRUE,37700,4.2,0,Brooklyn,0,9.852211518736479e-4
historical,historical__321597795,2019-09-16,2023-12-29,124,1,124,957 ATLANTIC AVENUE,not_applicable_single_component,TRUE,19635,4,0.11,Brooklyn,0,0.0011459334721883859
historical,historical__321598008,2020-08-31,2023-12-29,69,1,69,2718 CHURCH AVENUE,not_applicable_single_component,TRUE,3751,2.43,1.28,Brooklyn,0,0.0022396230979017167
historical,historical__321598277,2020-09-24,2023-12-29,67,1,67,170 FREEMAN STREET,not_applicable_single_component,TRUE,2500,4,1.35,Brooklyn,0,0.0020611724014372597
historical,historical__321598348,2020-10-01,2023-12-29,143,1,143,375 DEAN STREET,not_applicable_single_component,TRUE,18000,6.02,1.39,Brooklyn,0,0.0012109132474142326
historical,historical__321598400,2020-10-07,2023-12-29,350,1,350,499 PRESIDENT STREET,not_applicable_single_component,TRUE,12800,0,1,Brooklyn,0,0.0022284413002985107
historical,historical__321598883,2020-11-17,2023-12-29,66,1,66,393 WEIRFIELD STREET,not_applicable_single_component,TRUE,3050,2.43,0.39,Brooklyn,0,0.0019453342987273451
historical,historical__321599105,2020-12-01,2023-12-29,55,1,55,74 NORTH 1 STREET,not_applicable_single_component,TRUE,15810,3,1.02,Brooklyn,0,0.0015779757019636464
historical,historical__321599132,2020-12-01,2023-12-29,69,1,69,979 PACIFIC STREET,not_applicable_single_component,TRUE,10000,4.2,0,Brooklyn,0,0.001228580850182141
historical,historical__321599141,2020-12-02,2023-12-29,463,2,324+139,2925 WEST 16 STREET;2940 WEST 15 STREET,unable_to_verify,TRUE,56242,5,0,Brooklyn,0,8.477653514099412e-4
historical,historical__321599150,2020-12-02,2023-12-29,72,1,72,1366 EAST NEW YORK AVENUE,not_applicable_single_component,TRUE,16269,2.43,0.19,Brooklyn,0,0.0014156182947407318
historical,historical__321599212,2020-12-08,2023-12-29,174,1,174,203 NEWPORT STREET,not_applicable_single_component,TRUE,46000,0,0.74,Brooklyn,0,0.0017113976779766934
historical,historical__321600139,2021-02-17,2023-12-29,58,1,58,103 LIBERTY AVENUE,not_applicable_single_component,TRUE,5000,4,0,Brooklyn,0,0.0014078879407709408
historical,historical__321600362,2021-04-27,2023-12-29,107,1,107,2224 CROPSEY AVENUE,not_applicable_single_component,TRUE,7574,2.43,0,Brooklyn,0,0.0015485531845229198
historical,historical__321600380,2021-04-29,2023-12-29,52,1,52,12 ROCKWELL PLACE,not_applicable_single_component,TRUE,62472,10,0,Brooklyn,0,4.936613297587601e-4
historical,historical__321600530,2021-07-20,2023-12-29,124,1,124,20 VITAL AVENUE,not_applicable_single_component,TRUE,1227637,0.5,0.36,Brooklyn,0,8.727015049959497e-4
historical,historical__321601012,2022-05-23,2023-12-29,216,1,216,326 ROCKAWAY AVENUE,not_applicable_single_component,TRUE,5000,2.43,0.45,Brooklyn,0,0.0018130825830434659
historical,historical__321923549,2019-02-06,2023-12-29,50,1,50,621 EAST 21 STREET,not_applicable_single_component,TRUE,4350,4,0.78,Brooklyn,0,0.0016801414946418325
historical,historical__321929776,2019-03-15,2023-12-29,51,1,51,2 KINGS PLACE,not_applicable_single_component,TRUE,11867,4,0,Brooklyn,0,0.001219348866978047
historical,historical__321939676,2019-04-02,2023-12-29,68,1,68,2817 ATLANTIC AVENUE,not_applicable_single_component,TRUE,6658,6,1.99,Brooklyn,0,0.0016113544840839179
historical,historical__321941182,2019-10-08,2023-12-29,66,1,66,1882 BROADWAY,not_applicable_single_component,TRUE,9650,2.43,0.25,Brooklyn,0,0.0015624650223238139
historical,historical__321954364,2019-04-10,2023-12-29,51,1,51,4919 4 AVENUE,not_applicable_single_component,TRUE,10000,4,0.65,Brooklyn,0,0.0014259087817040865
historical,historical__321992475,2019-05-08,2023-12-29,54,1,54,1229 EASTERN PARKWAY,not_applicable_single_component,TRUE,4823,2.43,0,Brooklyn,0,0.0016692853310930642
historical,historical__322002818,2019-10-29,2023-12-29,247,1,247,85 4 AVENUE,not_applicable_single_component,TRUE,4930,6,1.9900000000000002,Brooklyn,0,0.0016939409122933096
historical,historical__322085417,2020-05-08,2023-12-29,59,1,59,99 GRANITE STREET,not_applicable_single_component,TRUE,8200,2.43,0,Brooklyn,0,0.0015282317441736493
historical,historical__340751813,2020-08-03,2023-12-29,103,1,103,406 REMSEN AVENUE,not_applicable_single_component,TRUE,17464,2.43,0.49000000000000005,Brooklyn,0,0.0014841785588549947
historical,historical__340752714,2020-08-05,2023-12-29,61,1,61,125 KINGS HIGHWAY,not_applicable_single_component,TRUE,9816,4,0.14,Brooklyn,0,0.0012936314033798828
historical,historical__340765602,2020-09-14,2023-12-29,231,1,231,2700 ATLANTIC AVENUE,not_applicable_single_component,TRUE,10460,6.02,1,Brooklyn,0,0.0012273490798741426
historical,historical__340769332,2020-09-24,2023-12-29,53,1,53,203 NORTH 11 STREET,not_applicable_single_component,TRUE,10000,3,1,Brooklyn,0,0.0016962131321988777
historical,historical__340797141,2020-12-16,2023-12-29,79,1,79,52 4 AVENUE,not_applicable_single_component,TRUE,2000,6.02,1.02,Brooklyn,0,0.001622542604867663
historical,historical__340802073,2021-01-12,2023-12-29,74,1,74,1775 CONEY ISLAND AVENUE,not_applicable_single_component,TRUE,15000,4,0.12,Brooklyn,0,0.0012007892141490972
historical,historical__420665499,2019-04-12,2023-12-29,99,1,99,26-24 4 STREET,not_applicable_single_component,TRUE,20575,2.43,0.97,Queens,0,0.002413974798218843
historical,historical__420665541,2019-04-15,2023-12-29,315,1,315,92-27 160 STREET,not_applicable_single_component,TRUE,7117,7.52,0.01,Queens,0,0.0013994658522808287
historical,historical__420665667,2019-04-24,2023-12-29,164,1,164,27-01 JACKSON AVENUE,not_applicable_single_component,TRUE,9195,8,0,Queens,0,0.0012728694828045832
historical,historical__420665845,2019-06-01,2023-12-29,478,2,295+183,46-09 69 STREET;46-10 70 STREET,suggestive_separate_components,TRUE,71862,5,0.3357268097186274,Queens,1,0.0013222681359313863
historical,historical__420666014,2019-06-22,2023-12-29,65,2,33+32,37-24 30 STREET;37-28 30 STREET,suggestive_separate_components,TRUE,16040,3,1.2384850374064837,Queens,1,0.0024990662883722556
historical,historical__420666032,2019-06-24,2023-12-29,103,1,103,29-17 40 AVENUE,not_applicable_single_component,TRUE,14000,5,1.43,Queens,0,0.0021531932077925387
historical,historical__420666087,2019-07-05,2023-12-29,101,1,101,188-11 HILLSIDE AVENUE,not_applicable_single_component,TRUE,25224,3,0.74,Queens,0,0.0021010450847506186
historical,historical__420666176,2019-08-07,2023-12-29,605,1,605,92-33 GUY R BREWER BOULEVARD,not_applicable_single_component,TRUE,45080,7.52,0.72,Queens,0,0.0011839614708083267
historical,historical__420666210,2019-02-07,2023-12-29,80,1,80,1018 BEACH 20 STREET,not_applicable_single_component,TRUE,6550,2.43,0,Queens,0,0.002412417177737064
historical,historical__420666283,2019-09-27,2023-12-29,364,1,364,72-01 QUEENS BOULEVARD,not_applicable_single_component,TRUE,22800,5,0.75,Queens,0,0.001736547963593283
historical,historical__420666773,2020-01-02,2023-12-29,60,1,60,1711 HANCOCK STREET,not_applicable_single_component,TRUE,11050,3,1.27,Queens,0,0.002675436271886125
historical,historical__420667004,2020-02-13,2023-12-29,117,1,117,20-50 NAMEOKE AVENUE,not_applicable_single_component,TRUE,17812,2.43,0.85,Queens,0,0.0024148273812201115
historical,historical__420667068,2020-03-02,2023-12-29,157,1,157,27-05 THOMSON AVENUE,not_applicable_single_component,TRUE,11610,7.52,0.99,Queens,0,0.0015647066235106569
historical,historical__420667120,2020-03-09,2023-12-29,314,1,314,23-14 45 AVENUE,not_applicable_single_component,TRUE,1300,10,1.85,Queens,0,0.0020580055209206537
historical,historical__420667264,2020-04-02,2023-12-29,92,1,92,19-19 CORNAGA AVENUE,not_applicable_single_component,TRUE,5856,2.43,0.6,Queens,0,0.002766077292316403
historical,historical__420667488,2020-05-08,2023-12-29,538,3,354+129+55,1605 VILLAGE LANE;1607 VILLAGE LANE;1626 VILLAGE LANE,unable_to_verify,TRUE,17568,3.44,0,Queens,0,0.001841924735198888
historical,historical__421133026,2020-07-10,2023-12-29,99,2,64+35,22-51 45 STREET;22-54 46 STREET,suggestive_separate_components,TRUE,30008,3,1,Queens,1,0.0021484655626731503
historical,historical__421133115,2020-08-13,2023-12-29,117,1,117,95-08 147 PLACE,not_applicable_single_component,TRUE,2500,5,1,Queens,0,0.0026348650842794204
historical,historical__421133151,2020-08-17,2023-12-29,614,1,614,166-20 90 AVENUE,not_applicable_single_component,TRUE,99500,5,0,Queens,0,0.0011724518589398766
historical,historical__421133160,2020-08-18,2023-12-29,51,1,51,31-61 VERNON BOULEVARD,not_applicable_single_component,TRUE,6174,4,1,Queens,0,0.0025170936207530824
historical,historical__421133179,2020-08-18,2023-12-29,51,1,51,11-24 31 DRIVE,not_applicable_single_component,TRUE,5400,4,1,Queens,0,0.0025738070382142235
historical,historical__421133213,2020-09-04,2023-12-29,51,1,51,27-20 42 ROAD,not_applicable_single_component,TRUE,7915,5,0.76,Queens,0,0.0020747883494673784
historical,historical__421133222,2020-09-08,2023-12-29,165,1,165,26-25 4 STREET,not_applicable_single_component,TRUE,37565,2.43,0.82,Queens,0,0.00212037823631447
historical,historical__421133302,2020-09-25,2023-12-29,237,1,237,51-19 BEACH CHANNEL DRIVE,not_applicable_single_component,TRUE,389978,3.44,0,Queens,0,0.0010998212907067755
historical,historical__421133320,2020-10-15,2023-12-29,60,1,60,26-41 3 STREET,not_applicable_single_component,TRUE,14614,2.43,0.62,Queens,0,0.0023851138728905943
historical,historical__421133419,2020-11-13,2023-12-29,223,1,223,153-10 88 AVENUE,not_applicable_single_component,TRUE,6250,4,0,Queens,0,0.0020629114399717025
historical,historical__421133464,2020-11-18,2023-12-29,175,1,175,143-58 38 AVENUE,not_applicable_single_component,TRUE,43800,2.43,0.79,Queens,0,0.002054725422818613
historical,historical__421133623,2020-12-14,2023-12-29,301,1,301,43-10 QUEENS STREET,not_applicable_single_component,TRUE,2500,7.52,0.95,Queens,0,0.002004213518071341
historical,historical__421133632,2020-12-14,2023-12-29,1386,2,811+575,2-20 MALT DRIVE;2-21 MALT DRIVE,suggestive_separate_components,TRUE,374464,5,0.554009571013502,Queens,1,0.0010489086419195933
historical,historical__421133794,2021-01-27,2023-12-29,94,1,94,71-82 PARSONS BOULEVARD,not_applicable_single_component,TRUE,16000,2.43,0,Queens,0,0.0020793698077871603
historical,historical__421133865,2021-02-22,2023-12-29,55,1,55,82-77 116 STREET,not_applicable_single_component,TRUE,5063,4,0,Queens,0,0.0021364674129474848
historical,historical__421133883,2021-02-25,2023-12-29,50,1,50,28-08 38 AVENUE,not_applicable_single_component,TRUE,13250,3,0,Queens,0,0.0020213826579001722
historical,historical__421133972,2021-04-26,2023-12-29,81,1,81,88-36 139 STREET,not_applicable_single_component,TRUE,15028,3,0.01,Queens,0,0.001983386707952802
historical,historical__421134132,2022-02-16,2023-12-29,185,1,185,50-25 BARNETT AVENUE,not_applicable_single_component,TRUE,60000,0,0,Queens,0,0.002152251414967873
historical,historical__421134178,2022-03-22,2023-12-29,133,1,133,1523 VILLAGE LANE,not_applicable_single_component,TRUE,20483,3.4400000000000004,0,Queens,0,0.0017954843512620906
historical,historical__421134187,2022-03-22,2023-12-29,252,1,252,1518 VILLAGE LANE,not_applicable_single_component,TRUE,15610,3.44,0,Queens,0,0.0018784882223646523
historical,historical__421694857,2019-08-12,2023-12-29,800,1,800,71-12 PARK AVENUE,not_applicable_single_component,TRUE,65599,2.43,0,Queens,0,0.0016443750772157939
historical,historical__421728973,2019-06-24,2023-12-29,60,1,60,101-19 ROCKAWAY BEACH BOULEVARD,not_applicable_single_component,TRUE,12800,2,0.73,Queens,0,0.0026063732526600348
historical,historical__421861845,2020-06-05,2023-12-29,54,1,54,44-36 DOUGLASTON PARKWAY,not_applicable_single_component,TRUE,15589,3,0.1,Queens,0,0.0020065863757254034
historical,historical__421928953,2019-01-29,2023-12-29,133,1,133,1607 WOODBINE STREET,not_applicable_single_component,TRUE,10000,2.43,0,Queens,0,0.0022484619653649956
historical,historical__440597481,2020-06-08,2023-12-29,76,1,76,40-22 61 STREET,not_applicable_single_component,TRUE,7350,3,0.37,Queens,0,0.0023981052309861987
historical,historical__440639203,2020-10-19,2023-12-29,64,1,64,37-34 33 STREET,not_applicable_single_component,TRUE,16143,3,0.72,Queens,0,0.002254066766517173
historical,historical__510113654,2019-07-07,2023-12-29,53,1,53,38 BAY STREET,not_applicable_single_component,TRUE,5000,2.43,0.33,Staten Island,0,0.0021329870434950394
historical,historical__510115670,2020-05-05,2023-12-29,270,1,270,475 BAY STREET,not_applicable_single_component,TRUE,53422,2.43,0,Staten Island,0,0.001347835527124358
historical,historical__B00509455,2021-04-28,2023-12-29,120,1,120,11 GERRY STREET,not_applicable_single_component,TRUE,111040,4.2,0,Brooklyn,0,8.23182558760563e-4
historical,historical__B00520132,2021-09-16,2023-12-29,375,1,375,11 OCEAN PARKWAY,not_applicable_single_component,TRUE,17988,0,0,Brooklyn,0,0.0017293597761152983
historical,historical__B00529604,2021-06-08,2023-12-29,55,1,55,2508 FOSTER AVENUE,not_applicable_single_component,TRUE,1360,4,1.41,Brooklyn,0,0.002307956047756244
historical,historical__B00539478,2021-06-22,2023-12-29,834,1,834,18 INDIA STREET,not_applicable_single_component,TRUE,220768,6.02,0.47,Brooklyn,0,6.657787716761028e-4
historical,historical__B00560232,2021-08-05,2023-12-29,87,1,87,380 CHESTER STREET,not_applicable_single_component,TRUE,12000,3.44,0,Brooklyn,0,0.0012905523975674526
historical,historical__B00560420,2021-08-05,2023-12-29,91,1,91,366 BRISTOL STREET,not_applicable_single_component,TRUE,2517,3.44,0,Brooklyn,0,0.0016734216266683214
historical,historical__B00561184,2021-10-12,2023-12-29,77,1,77,2905 WEST 17 STREET,not_applicable_single_component,TRUE,5890,4,0,Brooklyn,0,0.001370041142531368
historical,historical__B00564411,2021-08-30,2023-12-29,163,1,163,570 FULTON STREET,not_applicable_single_component,TRUE,7192,10,3.67,Brooklyn,0,0.001457171113784862
historical,historical__B00565465,2021-08-09,2023-12-29,231,1,231,69 ADAMS STREET,not_applicable_single_component,TRUE,17564,9,2.34,Brooklyn,0,0.0010732411214218103
historical,historical__B00568816,2021-11-09,2023-12-29,109,1,109,305 CHESTER STREET,not_applicable_single_component,TRUE,25123,3.44,0,Brooklyn,0,0.0011412951746647706
historical,historical__B00571785,2021-08-27,2023-12-29,557,1,557,567 FULTON STREET,not_applicable_single_component,TRUE,279,10,0,Brooklyn,0,0.0012143595765697532
historical,historical__B00577160,2021-08-23,2023-12-29,63,1,63,151 CARLTON AVENUE,not_applicable_single_component,TRUE,8258,4,0.89,Brooklyn,0,0.001543289365764281
historical,historical__B00580365,2021-09-23,2023-12-29,187,1,187,201 25 STREET,not_applicable_single_component,TRUE,15017,0,0.32,Brooklyn,0,0.0018980066524735058
historical,historical__B00587387,2021-12-13,2023-12-29,311,1,311,89 MASPETH AVENUE,not_applicable_single_component,TRUE,146105,2.43,0.67,Brooklyn,0,0.0010800105769627928
historical,historical__B00588575,2021-09-20,2023-12-29,63,1,63,2605 SNYDER AVENUE,not_applicable_single_component,TRUE,4487,2.43,0,Brooklyn,0,0.0016894575097159447
historical,historical__B00588594,2021-09-21,2023-12-29,314,1,314,17 HANOVER PLACE,not_applicable_single_component,TRUE,9380,10,4,Brooklyn,0,0.0014878150952381411
historical,historical__B00591118,2021-09-24,2023-12-29,158,1,158,307 BOND STREET,not_applicable_single_component,TRUE,28500,0,0.35,Brooklyn,0,0.0017162361979519438
historical,historical__B00591681,2022-06-16,2023-12-29,132,1,132,69 QUAY STREET,not_applicable_single_component,TRUE,16500,3,1.42,Brooklyn,0,0.001695228681300479
historical,historical__B00593338,2021-10-15,2023-12-29,197,1,197,380 FOURTH AVENUE,not_applicable_single_component,TRUE,20000,0,0.9,Brooklyn,0,0.0020286504073323422
historical,historical__B00594970,2021-11-15,2023-12-29,123,1,123,365 SHEPHERD AVENUE,not_applicable_single_component,TRUE,5000,3,0.46,Brooklyn,0,0.001711455495113035
historical,historical__B00600120,2021-11-17,2023-12-29,363,1,363,370 FULTON STREET,not_applicable_single_component,TRUE,8699,10,3.22,Brooklyn,0,0.0012920421346400781
historical,historical__B00600959,2021-10-28,2023-12-29,255,1,255,540 DEGRAW STREET,not_applicable_single_component,TRUE,40000,0,1.03,Brooklyn,0,0.0018546104274490627
historical,historical__B00601179,2021-10-14,2023-12-29,205,1,205,329 10 STREET,not_applicable_single_component,TRUE,69029,2,2.4,Brooklyn,0,0.0017993441858369515
historical,historical__B00604543,2021-10-26,2023-12-29,381,1,381,16 DUPONT STREET,not_applicable_single_component,TRUE,20901,6.02,0,Brooklyn,1,8.98306914577847e-4
historical,historical__B00606335,2021-10-19,2023-12-29,456,1,456,1057 ATLANTIC AVENUE,not_applicable_single_component,TRUE,5720,0,1.8,Brooklyn,0,0.00298275820976469
historical,historical__B00608472,2021-10-21,2023-12-29,181,2,100+81,612 CROWN STREET;630 CROWN STREET,suggestive_separate_components,TRUE,56218,3.4400000000000004,0.20048205201181118,Brooklyn,1,0.0010383863631786353
historical,historical__B00610324,2021-10-28,2023-12-29,64,1,64,360 SHEPHERD AVENUE,not_applicable_single_component,TRUE,10000,3,1,Brooklyn,0,0.0016962131321988777
historical,historical__B00611166,2021-11-18,2023-12-29,668,2,348+320,310 NEVINS STREET;340 NEVINS STREET,suggestive_separate_components,TRUE,102070,0,0.25,Brooklyn,0,0.001361009023634642
historical,historical__B00612352,2021-11-04,2023-12-29,344,1,344,500 DEGRAW STREET,not_applicable_single_component,TRUE,47500,0,0.23,Brooklyn,0,0.0015396074603724668
historical,historical__B00614012,2021-10-22,2023-12-29,66,1,66,467 LOGAN STREET,not_applicable_single_component,TRUE,7200,4,1,Brooklyn,0,0.0016134690206486926
historical,historical__B00614338,2021-10-29,2023-12-29,360,1,360,424 CARROLL STREET,not_applicable_single_component,TRUE,39153,0,0,Brooklyn,0,0.001519490015642069
historical,historical__B00614702,2021-10-28,2023-12-29,50,1,50,236 BERRY STREET,not_applicable_single_component,TRUE,5058,3,0.52,Brooklyn,0,0.0017284806710798103
historical,historical__B00616358,2021-11-04,2023-12-29,173,1,173,504 SACKETT STREET,not_applicable_single_component,TRUE,8978,0,1,Brooklyn,0,0.00236386670085963
historical,historical__B00620031,2021-11-09,2023-12-29,57,1,57,1730 BEDFORD AVENUE,not_applicable_single_component,TRUE,28000,0,0.89,Brooklyn,0,0.001914452397261471
historical,historical__B00621061,2021-11-16,2023-12-29,260,1,260,251 DOUGLASS STREET,not_applicable_single_component,TRUE,2500,0,1,Brooklyn,0,0.002924037109063771
historical,historical__B00621076,2021-11-16,2023-12-29,224,1,224,240 3RD AVENUE,not_applicable_single_component,TRUE,30100,0,1,Brooklyn,0,0.0019329866553616753
historical,historical__B00621504,2021-12-01,2023-12-29,274,1,274,200 DOUGLASS STREET,not_applicable_single_component,TRUE,7850,0,1,Brooklyn,0,0.002417254626435733
historical,historical__B00621533,2021-11-15,2023-12-29,132,1,132,130 2 STREET,not_applicable_single_component,TRUE,9175,0,0.17,Brooklyn,0,0.0020001425953092692
historical,historical__B00622668,2021-11-12,2023-12-29,328,1,328,975 NOSTRAND AVENUE,not_applicable_single_component,TRUE,61621,3.44,0.26,Brooklyn,0,0.0010347145056631313
historical,historical__B00624645,2021-11-04,2023-12-29,63,1,63,2777 ATLANTIC AVENUE,not_applicable_single_component,TRUE,2128,6.02,1.76,Brooklyn,0,0.0018578490769818909
historical,historical__B00625252,2021-11-16,2023-12-29,916,3,513+333+70,463 SMITH STREET;475 SMITH STREET;477 SMITH STREET,unable_to_verify,TRUE,165840,0,0,Brooklyn,0,0.0011951261667566375
historical,historical__B00627782,2021-12-02,2023-12-29,105,1,105,96 ST EDWARDS STREET,not_applicable_single_component,TRUE,24000,2.43,0.6,Brooklyn,0,0.0014385617604277107
historical,historical__B00628878,2021-11-15,2023-12-29,66,1,66,288 4 AVENUE,not_applicable_single_component,TRUE,5870,0,1,Brooklyn,0,0.0025369976353907197
historical,historical__B00632806,2021-11-22,2023-12-29,188,1,188,336 DOUGLASS STREET,not_applicable_single_component,TRUE,13480,0,0.09,Brooklyn,0,0.001846821988371437
historical,historical__B00635730,2021-12-29,2023-12-29,119,1,119,2258 FULTON STREET,not_applicable_single_component,TRUE,15000,4.2,1,Brooklyn,0,0.0013984509486467999
historical,historical__B00637594,2021-12-08,2023-12-29,193,1,193,655 UNION STREET,not_applicable_single_component,TRUE,19000,0,0.02,Brooklyn,0,0.0017204496717971715
historical,historical__B00640248,2021-12-10,2023-12-29,83,1,83,161 LENOX ROAD,not_applicable_single_component,TRUE,8400,3.44,0,Brooklyn,0,0.001369438107152937
historical,historical__B00640761,2021-12-08,2023-12-29,301,1,301,148 2 STREET,not_applicable_single_component,TRUE,7092,0,0.56,Brooklyn,0,0.002254357980343248
historical,historical__B00645411,2021-12-30,2023-12-29,295,1,295,55 WILLOUGHBY STREET,not_applicable_single_component,TRUE,10681,10,2.54,Brooklyn,0,0.0010921561176710478
historical,historical__B00645685,2021-12-14,2023-12-29,133,1,133,544 CARROLL STREET,not_applicable_single_component,TRUE,3757,0,1,Brooklyn,0,0.0027324782180405847
historical,historical__B00646589,2021-12-22,2023-12-29,189,1,189,2971 SHELL ROAD,not_applicable_single_component,TRUE,53978,2.43,0,Brooklyn,0,0.0011170023637156676
historical,historical__B00648034,2022-01-05,2023-12-29,322,1,322,548 UTICA AVENUE,not_applicable_single_component,TRUE,62820,2.43,0,Brooklyn,0,0.0010891689786552393
historical,historical__B00648659,2022-01-13,2023-12-29,128,1,128,435 CONEY ISLAND AVENUE,not_applicable_single_component,TRUE,19566,4,1,Brooklyn,0,0.0013662803345443546
historical,historical__B00651570,2021-12-30,2023-12-29,218,1,218,218 FRONT STREET,not_applicable_single_component,TRUE,49200,3,0.85,Brooklyn,0,0.0012634179145781083
historical,historical__B00652243,2021-12-22,2023-12-29,60,1,60,2715 FULTON STREET,not_applicable_single_component,TRUE,1875,4,0.73,Brooklyn,0,0.0019136621462791416
historical,historical__B00653212,2022-01-19,2023-12-29,139,1,139,60 CEDAR STREET,not_applicable_single_component,TRUE,45837,2.43,2.87,Brooklyn,0,0.002019992646262885
historical,historical__B00653276,2022-01-04,2023-12-29,294,1,294,99 FLEET PLACE,not_applicable_single_component,TRUE,20073,10,1,Brooklyn,0,7.260775812348725e-4
historical,historical__B00653960,2022-02-03,2023-12-29,185,1,185,597 GRAND STREET,not_applicable_single_component,TRUE,27500,4,0.31,Brooklyn,0,0.0011270163075843122
historical,historical__B00655003,2022-02-02,2023-12-29,174,1,174,19 ROCKWELL PLACE,not_applicable_single_component,TRUE,10068,10,2.91,Brooklyn,0,0.001186321623290274
